MD,DEVI,DTCO,DTSM_FAST,DTSM_SLOW,RHOB_model,GR_Normalized
ft , dega, us/ft , us/ft , us/ft , g/cc ,None
Measured Depth ,Borehole Deviation ,Compressional Slowness ,Fast Shear Slowness ,Slow Shear Slowness ,Bulk density - modeled ,Normalized Gamma Ray  
9007.5,89.18636,85.12385,145.884,185.0143,2.28297,0.81909025
9008,89.19357,85.3578,144.662,186.6509,2.271875,0.88012725
9008.5,89.20079,85.56793,143.6046,188.4729,2.260992,0.91512626
9009,89.208,85.02808,143.2498,189.2499,2.263076,0.9239791
9009.5,89.21521,83.63348,143.354,188.8226,2.278559,0.91391295
9010,89.22242,82.34858,143.406,187.6966,2.294031,0.8850142
9010.5,89.22963,82.05495,143.0601,186.3706,2.298088,0.89425737
9011,89.23684,82.56503,142.2906,185.26,2.291751,0.9006502
9011.5,89.24405,83.11201,141.4948,184.7721,2.283559,0.90509295
9012,89.25126,83.36711,141.2967,185.0452,2.279446,0.89363056
9012.5,89.25847,83.52045,142.0139,185.761,2.279768,0.8931216
9013,89.26568,83.79041,143.3705,186.4533,2.28187,0.90071285
9013.5,89.27289,84.20972,144.6731,186.9364,2.282548,0.914595
9014,89.28011,84.57159,145.2815,187.3125,2.280913,0.9187309
9014.5,89.28732,84.53154,145.1085,187.7035,2.27975,0.91851115
9015,89.29453,83.98911,144.65,188.1503,2.282166,0.92754775
9015.5,89.30173,83.12532,144.478,188.6815,2.288959,0.9387734
9016,89.30894,82.11028,144.7236,189.3381,2.298935,0.9309455
9016.5,89.31615,81.18217,144.9996,190.1407,2.307972,0.9225346
9017,89.32336,80.72616,144.8517,191.0343,2.310431,0.9044671
9017.5,89.33057,80.94833,144.2827,191.7785,2.304511,0.9277342
9018,89.33778,81.47475,143.6876,191.8761,2.296371,0.91412324
9018.5,89.34499,81.69656,143.3355,190.7962,2.29452,0.9005481
9019,89.3522,81.63734,143.0295,188.5125,2.298077,0.8470888
9019.5,89.35942,81.69403,142.1451,185.8313,2.298814,0.79094064
9020,89.36663,81.72308,140.2415,184.0453,2.293479,0.7762341
9020.5,89.37384,81.33764,138.0739,184.1367,2.286886,0.82055944
9021,89.38105,80.66043,137.5727,186.1182,2.287627,0.8900868
9021.5,89.38826,80.08009,139.9563,189.0226,2.299776,0.942034
9022,89.39547,79.79994,144.1459,191.6815,2.316027,0.92927665
9022.5,89.40268,79.92213,148.0335,193.5762,2.326413,0.93197215
9023,89.40989,80.56868,150.859,194.833,2.327869,0.9268804
9023.5,89.4171,81.75624,153.2062,195.638,2.322995,0.9410709
9024,89.42431,83.19104,155.4233,196.0188,2.31619,0.9358496
9024.5,89.43152,84.39617,157.1077,196.0129,2.310632,0.92140156
9025,89.43874,85.1403,157.7064,195.7528,2.306336,0.9217609
9025.5,89.44595,85.4821,157.1384,195.4119,2.30207,0.9158836
9026,89.45316,85.54069,155.9193,195.0527,2.298145,0.91411334
9026.5,89.46037,85.49128,154.7804,194.4844,2.295695,0.8935097
9027,89.46758,85.58907,154.2699,193.4124,2.294925,0.88988227
9027.5,89.47478,85.95463,154.5555,191.8013,2.295545,0.89403296
9028,89.48199,86.3617,155.334,189.938,2.298065,0.92378277
9028.5,89.4892,86.39407,155.9714,187.9479,2.303634,0.9400822
9029,89.49641,85.83036,155.8332,185.5012,2.3126,0.94275767
9029.5,89.50362,84.78924,154.4901,182.4648,2.322956,0.94959736
9030,89.51084,83.63172,152.0385,179.5069,2.33076,0.95345575
9030.5,89.51805,82.80859,149.3917,177.7198,2.33269,0.9331947
9031,89.52526,82.67696,147.5506,178.0321,2.326733,0.89275646
9031.5,89.53247,83.29523,146.8945,180.6386,2.313261,0.8406094
9032,89.53968,84.33725,147.2635,184.5405,2.297056,0.83369935
9032.5,89.54689,85.28995,148.0955,188.1618,2.284216,0.8235149
9033,89.5541,85.74747,148.8279,190.5247,2.278251,0.82906574
9033.5,89.56131,85.61433,149.2959,191.6226,2.279289,0.85188234
9034,89.56852,85.14597,149.3067,191.9913,2.283059,0.89792055
9034.5,89.57573,84.7263,148.5009,192.0986,2.283615,0.9321731
9035,89.58294,84.49443,146.9155,191.9598,2.279551,0.92999184
9035.5,89.59016,84.23405,145.1997,191.3105,2.275929,0.92479396
9036,89.59737,83.71425,144.3864,190.2153,2.279656,0.95329684
9036.5,89.60458,83.00711,145.3043,189.2267,2.292617,0.94652563
9037,89.61179,82.33768,147.7316,188.7915,2.309699,0.9070447
9037.5,89.619,81.82018,150.4612,188.9338,2.324264,0.8598981
9038,89.62621,81.51193,152.4904,189.6349,2.332716,0.8461088
9038.5,89.63342,81.66959,153.794,191.0094,2.333128,0.8714209
9039,89.64063,82.65563,154.9522,193.0155,2.324443,0.8847052
9039.5,89.64783,84.48071,156.3273,195.1672,2.308774,0.8892052
9040,89.65504,86.59278,157.5324,196.4377,2.291847,0.877379
9040.5,89.66225,88.17189,157.6172,195.7916,2.279532,0.8722394
9041,89.66947,88.69736,155.9052,193.1775,2.273793,0.8735678
9041.5,89.67668,88.29218,152.8011,189.6626,2.272613,0.8438371
9042,89.68389,87.49294,149.5701,186.5689,2.273258,0.82054055
9042.5,89.6911,86.81123,147.2272,184.7151,2.273607,0.81432277
9043,89.69831,86.4796,145.9895,184.1396,2.272552,0.82597077
9043.5,89.70552,86.44438,145.5316,184.2896,2.270513,0.8446362
9044,89.71273,86.57294,145.3989,184.5846,2.26805,0.8461262
9044.5,89.71994,86.83316,145.4968,184.8112,2.265538,0.8585905
9045,89.72715,87.27718,146.1474,185.0379,2.263822,0.8517201
9045.5,89.73436,87.94468,147.4616,185.3627,2.262803,0.8437365
9046,89.74158,88.69605,149.0457,185.8216,2.261881,0.82247394
9046.5,89.74879,89.22287,150.3318,186.4305,2.261314,0.81277424
9047,89.756,89.3167,150.914,187.118,2.261412,0.82190615
9047.5,89.76321,89.00729,150.6668,187.607,2.262057,0.83024764
9048,89.77042,88.4707,149.7476,187.5477,2.263124,0.83070207
9048.5,89.77763,87.88856,148.4702,186.8732,2.264404,0.82423925
9049,89.78484,87.36906,147.1699,185.9897,2.265433,0.8258997
9049.5,89.79205,86.97803,146.1423,185.4857,2.265606,0.84197235
9050,89.79926,86.73254,145.595,185.5645,2.26527,0.8371466
9050.5,89.80647,86.58869,145.5168,185.9008,2.265541,0.80753607
9051,89.81368,86.5033,145.6254,186.1385,2.266328,0.7795682
9051.5,89.82089,86.49023,145.6138,186.2918,2.266067,0.7737025
9052,89.8281,86.60952,145.4115,186.5716,2.263397,0.8042776
9052.5,89.83531,86.89152,145.1234,187.094,2.258211,0.797914
9053,89.84252,87.27319,144.8571,187.8319,2.251632,0.8038883
9053.5,89.84973,87.59145,144.6828,188.6489,2.245874,0.8001417
9054,89.85694,87.61611,144.6263,189.3124,2.243882,0.8202709
9054.5,89.86415,87.22375,144.6428,189.5924,2.247205,0.8187909
9055,89.87136,86.62347,144.6595,189.4555,2.253495,0.81203055
9055.5,89.87857,86.20269,144.621,189.1253,2.258163,0.81254
9056,89.88578,86.09047,144.4539,188.8282,2.259108,0.81555736
9056.5,89.893,86.10571,144.0685,188.4971,2.257822,0.82536167
9057,89.90021,86.05327,143.4579,187.9274,2.256613,0.81778336
9057.5,89.90742,85.92664,142.7712,187.2119,2.25606,0.8083303
9058,89.91463,85.85929,142.2955,186.7283,2.255429,0.82083166
9058.5,89.92184,85.9244,142.3113,186.6673,2.25499,0.82073784
9059,89.92905,85.97192,142.8441,186.7945,2.256891,0.82091117
9059.5,89.93626,85.78117,143.5932,186.6575,2.262728,0.7958394
9060,89.94347,85.48221,144.1722,185.9784,2.269854,0.7867503
9060.5,89.95068,85.46069,144.3508,184.9704,2.273061,0.7725071
9061,89.95789,85.77684,144.158,184.2211,2.270768,0.7514931
9061.5,89.9651,86.10308,143.9137,184.1277,2.266698,0.74258673
9062,89.97231,86.14326,143.9734,184.4978,2.265763,0.75593054
9062.5,89.97952,85.94382,144.3575,184.7868,2.268834,0.7819881
9063,89.98673,85.78326,144.7622,184.7113,2.272392,0.81143665
9063.5,89.99394,85.77167,144.847,184.5368,2.273267,0.8176199
9064,90.00115,85.76591,144.4828,184.7733,2.271151,0.83214194
9064.5,90.00836,85.67162,143.843,185.7017,2.267071,0.82581073
9065,90.01557,85.58044,143.2256,187.0923,2.262005,0.8164827
9065.5,90.02278,85.58279,142.7556,188.234,2.257212,0.79945064
9066,90.02999,85.59172,142.3119,188.4259,2.254488,0.7987189
9066.5,90.03094,85.44907,141.7777,187.6364,2.254962,0.8059025
9067,90.03189,85.17937,141.3269,186.5551,2.257809,0.8085695
9067.5,90.03284,85.03046,141.3545,185.932,2.260849,0.8020671
9068,90.03379,85.17411,142.0261,185.956,2.262695,0.7925149
9068.5,90.03474,85.49392,142.9317,186.239,2.263303,0.8026602
9069,90.03568,85.82349,143.3798,186.3517,2.261954,0.80783945
9069.5,90.03663,86.18125,143.1061,186.3549,2.257079,0.8126002
9070,90.03758,86.6525,142.4875,186.652,2.24862,0.7955577
9070.5,90.03853,87.16837,141.9909,187.306,2.239341,0.7993993
9071,90.03947,87.41892,141.608,187.7752,2.233639,0.8010037
9071.5,90.04042,87.02656,140.9473,187.4337,2.234836,0.7932544
9072,90.04137,85.94476,139.7682,186.2329,2.24236,0.7982197
9072.5,90.04232,84.63322,138.2731,184.8492,2.251134,0.7942242
9073,90.04327,83.70968,136.9778,184.2437,2.255222,0.7796688
9073.5,90.04421,83.42133,136.4415,184.9658,2.25366,0.75309426
9074,90.04516,83.5958,136.9945,186.7437,2.250847,0.74508786
9074.5,90.0461,83.93762,138.4733,188.7121,2.251035,0.7758078
9075,90.04706,84.19589,140.1685,190.0148,2.254599,0.80135214
9075.5,90.048,84.21828,141.2191,190.3041,2.259195,0.8050579
9076,90.04895,83.91592,141.2079,189.8625,2.263237,0.8099508
9076.5,90.0499,83.33657,140.3492,189.2713,2.266255,0.7972459
9077,90.05084,82.77863,139.1864,188.9444,2.266962,0.8169765
9077.5,90.0518,82.53171,138.2466,188.9902,2.264624,0.80749226
9078,90.05274,82.65559,137.8768,189.3386,2.260534,0.8346583
9078.5,90.05369,83.05703,138.1716,189.819,2.25668,0.83375424
9079,90.05463,83.58636,138.9085,190.2247,2.25401,0.8456049
9079.5,90.05558,84.09318,139.6295,190.459,2.251892,0.82828623
9080,90.05653,84.503,139.9532,190.6026,2.248905,0.8169008
9080.5,90.05748,84.82901,139.841,190.7878,2.244382,0.81481963
9081,90.05843,85.06924,139.5866,191.0042,2.239902,0.8209731
9081.5,90.05937,85.16792,139.5529,191.0565,2.238527,0.8265775
9082,90.06032,85.12846,139.8456,190.7541,2.241248,0.81317323
9082.5,90.06127,84.99527,140.2512,190.1375,2.246237,0.81874883
9083,90.06222,84.77939,140.4944,189.4605,2.251296,0.82415295
9083.5,90.06316,84.52566,140.4668,188.9368,2.254962,0.83652467
9084,90.06411,84.3427,140.2268,188.5646,2.25644,0.8313084
9084.5,90.06506,84.24914,139.9054,188.2453,2.256433,0.84267575
9085,90.06601,84.05383,139.6254,188.006,2.257549,0.8426131
9085.5,90.06696,83.56362,139.4713,188.0008,2.261982,0.83933294
9086,90.0679,82.97545,139.5656,188.3542,2.268023,0.8239654
9086.5,90.06885,82.75551,140.0694,189.0962,2.271402,0.827513
9087,90.06979,82.98543,140.8929,190.1497,2.270919,0.8206704
9087.5,90.07074,83.26116,141.565,191.3272,2.26895,0.8256531
9088,90.07169,83.28284,141.7518,192.3908,2.267538,0.8095906
9088.5,90.07264,83.17563,141.7809,193.0586,2.267519,0.8083608
9089,90.07359,83.2032,142.2907,192.9762,2.26986,0.7930747
9089.5,90.07453,83.41654,143.4013,191.9592,2.274831,0.80629075
9090,90.07548,83.6738,144.5273,190.3807,2.280369,0.7981121
9090.5,90.07643,83.86817,145.0313,189.0199,2.283309,0.78590643
9091,90.07738,84.00272,144.8088,188.3797,2.282272,0.776812
9091.5,90.07832,84.12437,144.2469,188.3832,2.278561,0.78124094
9092,90.07927,84.24032,143.8611,188.7464,2.274917,0.7824758
9092.5,90.08022,84.27226,143.9265,189.3555,2.273664,0.7837554
9093,90.08117,84.09161,144.2819,190.1935,2.275429,0.7758581
9093.5,90.08212,83.66677,144.5153,191.0915,2.27901,0.7927449
9094,90.08306,83.20395,144.3768,191.7306,2.281869,0.81731886
9094.5,90.08401,83.00324,143.9535,191.8773,2.281757,0.8224597
9095,90.08495,83.13042,143.4711,191.5132,2.278962,0.8449005
9095.5,90.08591,83.36751,143.0052,190.7658,2.275819,0.82783985
9096,90.08685,83.47645,142.4495,189.8431,2.273913,0.84370625
9096.5,90.0878,83.46493,141.8188,189.0106,2.272701,0.8459765
9097,90.08875,83.57189,141.381,188.4862,2.270538,0.8703517
9097.5,90.08969,83.95708,141.2453,188.2856,2.266277,0.87694836
9098,90.09064,84.54685,141.0542,188.1809,2.259399,0.8722346
9098.5,90.09159,85.19406,140.3908,187.8553,2.249895,0.8485359
9099,90.09254,85.74214,139.3144,187.1665,2.23979,0.8352173
9099.5,90.09348,86.03724,138.3356,186.2906,2.233088,0.8251068
9100,90.09443,86.03315,138.0306,185.5773,2.233059,0.8437998
9100.5,90.09538,85.84898,138.6593,185.2889,2.239369,0.84772635
9101,90.09633,85.65921,139.9853,185.5214,2.248174,0.844437
9101.5,90.09727,85.51705,141.4489,186.2208,2.255732,0.8427616
9102,90.09822,85.34182,142.5199,187.0945,2.260949,0.84853417
9102.5,90.09917,85.03564,142.911,187.7105,2.264612,0.8473995
9103,90.10011,84.61559,142.666,187.9594,2.267148,0.8467038
9103.5,90.10107,84.28691,142.2191,188.2732,2.26768,0.8256654
9104,90.10201,84.20777,142.1986,189.1221,2.266628,0.8002749
9104.5,90.10296,84.25056,142.8505,190.3726,2.266777,0.7922083
9105,90.1039,84.19667,143.7332,191.3775,2.269495,0.8104305
9105.5,90.10485,83.92116,144.2284,191.6234,2.274106,0.8457424
9106,90.1058,83.51354,144.1253,191.0937,2.278811,0.8551294
9106.5,90.10675,83.29523,143.5295,190.1362,2.280202,0.8574115
9107,90.1077,83.43508,142.5489,189.1373,2.276222,0.86117387
9107.5,90.10864,83.76151,141.2814,188.2524,2.26856,0.84300095
9108,90.10959,83.99245,139.9413,187.4278,2.261107,0.8401724
9108.5,90.11053,83.92702,138.8159,186.6111,2.25764,0.8266862
9109,90.11149,83.53594,138.0789,185.7986,2.259663,0.83236676
9109.5,90.11243,83.12308,137.7813,184.9888,2.264309,0.8320447
9110,90.11338,83.21978,138.0454,184.3137,2.266193,0.82104295
9110.5,90.11433,83.93268,139.0445,184.1336,2.264333,0.8202485
9111,90.11527,84.68998,140.6915,184.7988,2.263494,0.8260145
9111.5,90.11623,85.10838,142.5391,186.3224,2.265067,0.8452078
9112,90.11717,85.62341,144.1226,188.3162,2.263241,0.85077757
9112.5,90.11812,86.88174,145.2975,190.1602,2.252509,0.86122245
9113,90.11906,88.59367,146.0378,191.196,2.237174,0.850434
9113.5,90.12001,89.60411,146.0257,190.9884,2.227804,0.8497321
9114,90.12096,89.27285,144.856,189.6917,2.227983,0.8178612
9114.5,90.12191,88.13464,142.6875,188.0627,2.231576,0.7928063
9115,90.12286,87.15975,140.3504,186.954,2.231263,0.7690256
9115.5,90.1238,86.77837,138.7134,186.8246,2.226097,0.7861625
9116,90.12475,86.6079,138.1222,187.6095,2.222464,0.8155813
9116.5,90.12569,85.9554,138.3773,188.8107,2.22824,0.83942986
9117,90.12664,84.45313,138.9071,189.7488,2.245554,0.8496148
9117.5,90.12759,82.28244,138.994,189.9917,2.269226,0.85573006
9118,90.12854,80.20551,138.3002,189.7038,2.28921,0.85054815
9118.5,90.12949,79.23962,137.3276,189.4417,2.295737,0.8434947
9119,90.13043,79.63008,136.9459,189.5012,2.289285,0.83874416
9119.5,90.13138,80.55474,137.4953,189.6115,2.281428,0.833036
9120,90.13233,81.26919,138.6947,189.3912,2.280021,0.82777166
9120.5,90.13328,81.9219,140.2013,188.9659,2.281231,0.8095115
9121,90.13422,82.77624,141.872,188.9408,2.28025,0.8176228
9121.5,90.13517,83.4711,143.5112,189.8182,2.278949,0.8087675
9122,90.13612,83.65398,144.735,191.5343,2.279265,0.83654743
9122.5,90.13706,83.37501,145.2887,193.4647,2.280896,0.83059204
9123,90.13802,82.68061,145.2262,194.7805,2.285326,0.82763046
9123.5,90.13896,81.78545,144.7284,194.843,2.29233,0.8276776
9124,90.13991,81.1669,143.9187,193.4801,2.297711,0.83073443
9124.5,90.14085,80.98861,142.8678,191.17,2.299176,0.847944
9125,90.1418,81.09345,141.7277,188.8832,2.297283,0.83076364
9125.5,90.14275,81.4157,140.7751,187.4196,2.292377,0.8239898
9126,90.1437,81.87711,140.219,186.9125,2.285902,0.7823194
9126.5,90.14465,82.30357,140.027,187.0407,2.280204,0.7601336
9127,90.14559,82.63661,139.9868,187.4829,2.275568,0.7541748
9127.5,90.14654,82.9279,139.9148,188.0827,2.270871,0.79041016
9128,90.14748,83.19952,139.7813,188.771,2.26586,0.8112406
9128.5,90.14843,83.61069,139.6466,189.5179,2.25918,0.8200449
9129,90.14938,84.4138,139.5972,190.3269,2.248529,0.82617944
9129.5,90.15033,85.525,139.7905,191.1168,2.23586,0.8308935
9130,90.15128,86.55521,140.3385,191.7109,2.226543,0.83097667
9130.5,90.15222,87.22005,141.116,192.038,2.22315,0.82136923
9131,90.15317,87.39281,141.8102,192.1564,2.224978,0.82793033
9131.5,90.15411,87.16241,142.148,192.0764,2.229435,0.83536893
9132,90.15507,86.72554,142.0361,191.7047,2.234204,0.8425631
9132.5,90.15601,86.14259,141.5162,190.961,2.239128,0.8313104
9133,90.15696,85.39105,140.7555,189.9565,2.245144,0.8398141
9133.5,90.15791,84.60101,140.1082,189.0202,2.252091,0.83748007
9134,90.15885,84.12589,139.9612,188.4304,2.257635,0.8389966
9134.5,90.1598,84.20534,140.3946,188.1864,2.259577,0.818339
9135,90.16075,84.67181,141.0531,188.1233,2.258218,0.80472803
9135.5,90.1617,85.20857,141.4453,188.1628,2.254581,0.8072526
9136,90.16264,85.67251,141.3762,188.4355,2.248832,0.82052577
9136.5,90.16359,86.0528,141.0358,189.1773,2.241425,0.8393491
9137,90.16454,86.30658,140.7497,190.4428,2.234361,0.849653
9137.5,90.16548,86.36285,140.6913,191.9653,2.230043,0.83891845
9138,90.16643,86.17904,140.7672,193.2608,2.229601,0.82883507
9138.5,90.16738,85.62554,140.649,193.6601,2.234064,0.8120402
9139,90.16833,84.62489,139.9254,192.5012,2.243404,0.81243503
9139.5,90.16927,83.53562,138.4883,189.7784,2.25322,0.8018744
9140,90.17022,83.02835,136.8413,186.3849,2.257061,0.8059337
9140.5,90.17117,83.43848,135.8089,183.4539,2.253341,0.819555
9141,90.17211,84.45603,135.9957,181.8139,2.247269,0.83931065
9141.5,90.17307,85.53932,137.5762,182.0234,2.244393,0.83115226
9142,90.17401,86.38431,140.2658,184.2067,2.245336,0.8169639
9142.5,90.17496,86.85765,143.3417,187.5956,2.248775,0.81018347
9143,90.1759,86.81903,145.8187,190.5824,2.254693,0.8040754
9143.5,90.17685,86.20721,146.9094,191.6937,2.263347,0.79700536
9144,90.1778,85.28011,146.5917,190.8028,2.272729,0.787261
9144.5,90.17874,84.56644,145.6653,189.1205,2.278995,0.79730463
9145,90.1797,84.42745,144.9828,187.8747,2.279869,0.79871285
9145.5,90.18064,84.7872,144.7186,187.473,2.275986,0.7748747
9146,90.18159,85.29316,144.5607,187.7177,2.269797,0.7841613
9146.5,90.18253,85.63098,144.2229,188.2032,2.263879,0.80008
9147,90.18348,85.69084,143.5988,188.5938,2.259478,0.8519636
9147.5,90.18443,85.4764,142.6567,188.7582,2.25667,0.87122095
9148,90.18538,85.05214,141.4255,188.7117,2.254907,0.882317
9148.5,90.18633,84.62162,140.0836,188.5492,2.252765,0.874581
9149,90.18727,84.46664,138.9341,188.4067,2.24851,0.86068326
9149.5,90.18822,84.66147,138.3051,188.2212,2.243287,0.85537124
9150,90.18916,84.8987,138.3056,187.5946,2.242134,0.86512315
9150.5,90.19011,84.77499,138.659,186.254,2.248524,0.86777633
9151,90.19106,84.25362,138.9961,184.4994,2.259882,0.8725697
9151.5,90.19201,83.68993,139.2054,183.0495,2.270147,0.8464658
9152,90.19296,83.4221,139.4115,182.4881,2.275229,0.83549297
9152.5,90.1939,83.48244,139.7502,182.9015,2.27538,0.82978225
9153,90.19485,83.7154,140.2256,183.9467,2.273038,0.83280325
9153.5,90.19579,83.99975,140.7823,185.1724,2.270195,0.8312448
9154,90.19674,84.26995,141.3773,186.2743,2.26798,0.81524616
9154.5,90.19769,84.43568,141.9212,187.0939,2.267199,0.81657994
9155,90.19863,84.3917,142.3013,187.5838,2.268455,0.8253228
9155.5,90.19958,84.07457,142.5209,187.8406,2.272197,0.808606
9156,90.20053,83.46507,142.6243,187.9269,2.278712,0.76662105
9156.5,90.20148,82.5073,142.4403,187.703,2.288107,0.7237944
9157,90.20242,81.15186,141.65,186.9283,2.300064,0.7219693
9157.5,90.20337,79.67356,140.3426,185.5974,2.31233,0.74453276
9158,90.20432,78.71986,139.494,184.2906,2.321224,0.7760965
9158.5,90.20526,78.89211,140.5005,183.6226,2.324986,0.77593446
9159,90.20621,80.42419,143.7225,183.4236,2.322901,0.78265715
9159.5,90.20716,82.74546,147.7176,183.2932,2.316151,0.7760392
9160,90.20811,84.60098,150.3826,183.3221,2.308947,0.7971287
9160.5,90.20905,85.37304,150.6693,183.797,2.30217,0.79617214
9161,90.21,85.47117,149.1553,184.7512,2.293638,0.80555767
9161.5,90.20483,85.42805,147.1885,185.9276,2.283712,0.78375006
9162,90.19968,85.34934,145.7011,186.9695,2.275935,0.7892203
9162.5,90.19451,85.08773,144.8489,187.6205,2.273324,0.8024373
9163,90.18935,84.61221,144.4406,187.7239,2.27594,0.83017415
9163.5,90.18419,84.12535,144.3607,187.1814,2.281497,0.837474
9164,90.17903,83.87899,144.5663,186.1794,2.286865,0.8394628
9164.5,90.17387,84.00031,144.9288,185.2802,2.28909,0.8417325
9165,90.16871,84.45241,145.2254,184.9176,2.286753,0.85421425
9165.5,90.16355,85.03742,145.2107,184.9815,2.280947,0.85047966
9166,90.15839,85.40931,144.7329,185.059,2.275095,0.83917385
9166.5,90.15323,85.02815,143.9064,184.8381,2.275513,0.84040064
9167,90.14806,83.40824,143.1751,184.3094,2.289232,0.8429659
9167.5,90.14291,80.96475,143.1199,183.7868,2.314363,0.85214466
9168,90.13775,78.99577,144.0734,183.7498,2.337938,0.8437014
9168.5,90.13258,78.31238,145.772,184.5357,2.349559,0.8406379
9169,90.12743,78.95229,147.4051,185.9714,2.346433,0.8373384
9169.5,90.12226,80.7391,148.2068,187.2743,2.32959,0.833141
9170,90.1171,83.00433,148.0211,187.6306,2.306556,0.822942
9170.5,90.11194,84.6326,147.2179,187.0978,2.288949,0.81527185
9171,90.10678,85.154,146.2937,186.6073,2.281123,0.8036949
9171.5,90.10162,85.02704,145.7298,186.9417,2.279218,0.804987
9172,90.09646,84.93126,145.9308,188.105,2.278639,0.80635965
9172.5,90.09129,85.22113,146.9461,189.5242,2.277363,0.8029844
9173,90.08614,85.83886,148.2851,190.4086,2.275371,0.7868103
9173.5,90.08097,86.59027,149.2415,190.1536,2.272801,0.77722406
9174,90.07581,87.26519,149.527,188.7351,2.270633,0.77939147
9174.5,90.07066,87.47749,149.5063,186.7736,2.272704,0.78403956
9175,90.06549,86.91187,149.7251,185.172,2.282037,0.7754925
9175.5,90.06033,85.70945,150.3845,184.5779,2.296541,0.76374483
9176,90.05517,84.41162,151.308,185.132,2.310395,0.7575367
9176.5,90.05001,83.59037,152.1594,186.5494,2.318041,0.7680384
9177,90.04485,83.444,152.6384,188.2683,2.317858,0.7947533
9177.5,90.03969,83.74247,152.5798,189.7229,2.312348,0.82660234
9178,90.03452,84.18829,151.9714,190.657,2.304478,0.84808934
9178.5,90.02937,84.67767,150.9703,191.1402,2.295445,0.8500377
9179,90.0242,85.27899,149.858,191.3471,2.285204,0.82560086
9179.5,90.01904,86.03956,148.8954,191.2523,2.274356,0.824867
9180,90.01388,86.7089,148.2121,190.4509,2.266756,0.8239965
9180.5,90.00872,86.71147,147.8372,188.5946,2.268923,0.8325699
9181,90.00356,85.64378,147.8063,186.1087,2.283883,0.81949407
9181.5,89.9984,83.90182,148.0973,184.1025,2.305243,0.81886685
9182,89.99324,82.54863,148.4202,183.4776,2.320213,0.825156
9182.5,89.98808,82.33856,148.3269,184.3018,2.320257,0.84153956
9183,89.98292,83.12251,147.6977,185.9543,2.307379,0.8605396
9183.5,89.97775,84.25071,146.9471,187.64,2.2904,0.8839824
9184,89.9726,85.1881,146.5345,188.7823,2.277402,0.889515
9184.5,89.96743,85.66569,146.3747,189.1664,2.271328,0.8797701
9185,89.96227,85.56264,145.975,188.9411,2.271018,0.8479094
9185.5,89.95711,84.93598,145.0237,188.5171,2.273751,0.84055084
9186,89.95195,84.19773,143.6621,188.3222,2.275294,0.84079117
9186.5,89.94678,84.00118,142.4076,188.6109,2.270813,0.8504476
9187,89.94163,84.69376,141.9495,189.4126,2.259777,0.817552
9187.5,89.93646,85.95133,142.7413,190.4878,2.248543,0.80568796
9188,89.9313,87.07887,144.6908,191.5154,2.24473,0.8089068
9188.5,89.92614,87.53444,147.3397,192.4238,2.250985,0.85052204
9189,89.92098,87.20903,150.0811,193.3075,2.264294,0.8622271
9189.5,89.91582,86.48536,152.2699,194.1178,2.278196,0.8843241
9190,89.91066,85.98563,153.5597,194.6247,2.28665,0.89932734
9190.5,89.9055,86.01983,154.0074,194.5679,2.288058,0.9068718
9191,89.90034,86.29069,153.693,193.7644,2.285918,0.8818938
9191.5,89.89518,86.22439,152.4721,192.1897,2.284917,0.86924744
9192,89.89001,85.52886,150.2133,190.1067,2.286623,0.8615034
9192.5,89.88486,84.4011,147.2003,188.1102,2.289076,0.88339996
9193,89.87969,83.30926,144.3509,186.8423,2.290203,0.88412344
9193.5,89.87453,82.71461,143.2188,186.6095,2.291656,0.88257617
9194,89.86937,82.8986,145.2617,187.3363,2.297145,0.8704837
9194.5,89.86421,83.77389,150.113,188.6995,2.305163,0.8616724
9195,89.85905,84.79169,155.0057,190.187,2.310254,0.87118876
9195.5,89.85389,85.35088,156.9002,191.1868,2.309716,0.86242396
9196,89.84873,85.41335,155.0671,191.1583,2.303237,0.8676625
9196.5,89.84357,85.4286,151.2535,189.9439,2.29182,0.8188409
9197,89.83841,85.70961,147.7331,188.0844,2.27893,0.8153634
9197.5,89.83324,86.17079,145.6238,186.537,2.268631,0.80853754
9198,89.82809,86.51718,144.8391,185.9304,2.263037,0.8375707
9198.5,89.82292,86.54952,144.8057,186.2354,2.261899,0.84914833
9199,89.81776,86.30902,144.8876,186.9775,2.262984,0.85317695
9199.5,89.81261,86.01582,144.6257,187.6802,2.2631,0.85825175
9200,89.80744,85.87759,144.0394,188.2229,2.260529,0.85781944
9200.5,89.80228,85.88298,143.5917,188.7013,2.257293,0.85443795
9201,89.79712,85.82939,143.5467,189.0436,2.256879,0.8580801
9201.5,89.79196,85.60815,143.5489,189.0379,2.259121,0.85683584
9202,89.7868,85.3819,143.192,188.6805,2.260423,0.86502105
9202.5,89.78164,85.40746,142.7942,188.321,2.258987,0.85662377
9203,89.77648,85.71317,143.2574,188.3866,2.258039,0.85060304
9203.5,89.77132,86.04469,145.1557,188.9558,2.262581,0.8389004
9204,89.76616,86.11163,148.0355,189.688,2.273178,0.8588292
9204.5,89.76099,85.8349,150.6349,190.1798,2.285296,0.8688816
9205,89.75584,85.40442,151.8887,190.3157,2.293697,0.8801123
9205.5,89.75068,85.1217,151.7369,190.3327,2.295683,0.8559769
9206,89.74551,85.16692,150.9372,190.5932,2.291811,0.8458002
