MD,DEVI,DTCO,DTSM_FAST,DTSM_SLOW,RHOB_model,GR_Normalized
ft , dega, us/ft , us/ft , us/ft , g/cc ,None
Measured Depth ,Borehole Deviation ,Compressional Slowness ,Fast Shear Slowness ,Slow Shear Slowness ,Bulk density - modeled ,Normalized Gamma Ray  
7872.5,90.56754,84.34409,133.8899,184.8909,2.227747,0.6821687
7873,90.56738,84.15984,133.8365,185.9521,2.226904,0.693692
7873.5,90.56722,84.0362,133.7603,186.4073,2.22673,0.69439757
7874,90.56706,84.13409,133.6872,186.0615,2.225946,0.6751693
7874.5,90.5669,84.42179,133.6777,185.5147,2.223874,0.6481672
7875,90.56675,84.7486,133.7509,185.3589,2.220946,0.6358073
7875.5,90.56659,85.01028,133.8363,185.618,2.217815,0.6267637
7876,90.56643,85.19128,133.8261,185.9337,2.214825,0.63388914
7876.5,90.56628,85.31425,133.7097,186.0404,2.212307,0.63391644
7877,90.56612,85.38741,133.5593,186.0521,2.210368,0.6555751
7877.5,90.56596,85.40925,133.4196,186.2211,2.208689,0.670932
7878,90.5658,85.41257,133.3208,186.4944,2.207239,0.6892345
7878.5,90.56564,85.46351,133.2993,186.523,2.206406,0.6853697
7879,90.56548,85.58099,133.3451,186.0548,2.206562,0.6856005
7879.5,90.56532,85.67445,133.3951,185.2293,2.207989,0.674868
7880,90.56517,85.62369,133.3941,184.4831,2.210554,0.6698855
7880.5,90.56501,85.47075,133.4222,184.1638,2.21338,0.6403296
7881,90.56485,85.45713,133.7197,184.2858,2.215274,0.6291586
7881.5,90.5647,85.75383,134.4017,184.6154,2.215645,0.5965856
7882,90.56454,86.20399,135.1817,184.8902,2.215048,0.5989528
7882.5,90.56438,86.44016,135.575,185.0168,2.214671,0.61089605
7883,90.56422,86.29129,135.3708,185.1218,2.214719,0.6411539
7883.5,90.56406,85.93319,134.7829,185.3887,2.214158,0.6694793
7884,90.5639,85.62074,134.1601,185.834,2.21237,0.67381084
7884.5,90.56375,85.47511,133.6947,186.2191,2.209851,0.6688434
7885,90.56359,85.48901,133.4369,186.2765,2.207724,0.66796637
7885.5,90.56343,85.60659,133.4351,186.0075,2.207023,0.67285717
7886,90.56327,85.7757,133.7075,185.6649,2.207857,0.6857123
7886.5,90.56312,85.95406,134.1035,185.5649,2.208811,0.6789616
7887,90.56296,86.10964,134.3802,185.8917,2.208071,0.67253125
7887.5,90.5628,86.21626,134.4571,186.5407,2.205673,0.66383094
7888,90.56264,86.23732,134.4382,187.1974,2.203586,0.6659699
7888.5,90.56248,86.13815,134.4126,187.5646,2.203615,0.6715346
7889,90.56232,85.92673,134.3722,187.5063,2.205961,0.68711567
7889.5,90.56217,85.6974,134.2736,187.1625,2.208844,0.68017
7890,90.56201,85.60998,134.1253,186.8716,2.209585,0.67963666
7890.5,90.56185,85.74538,133.9745,186.8473,2.207007,0.68245065
7891,90.56169,85.98298,133.8238,187.0296,2.202665,0.7028261
7891.5,90.56154,86.09817,133.6509,187.1874,2.199644,0.6946454
7892,90.56138,85.96266,133.4974,187.1091,2.200353,0.686547
7892.5,90.56122,85.59056,133.4713,186.8138,2.205366,0.6815797
7893,90.56107,85.08858,133.6633,186.5324,2.213381,0.6920382
7893.5,90.56091,84.57665,134.0495,186.4819,2.222141,0.67965674
7894,90.56075,84.06367,134.4507,186.7704,2.230041,0.67957234
7894.5,90.56059,83.48055,134.627,187.2832,2.236714,0.677328
7895,90.56043,82.8197,134.4652,187.5624,2.242746,0.67920166
7895.5,90.56027,82.09305,134.0593,187.2079,2.249545,0.67931795
7896,90.56011,81.31274,133.6291,186.3889,2.257921,0.679693
7896.5,90.55996,80.68602,133.3523,185.6599,2.265245,0.68752426
7897,90.5598,80.50234,133.2819,185.4491,2.267451,0.6744917
7897.5,90.55964,80.65852,133.3598,185.8491,2.265198,0.67382604
7898,90.55949,80.72776,133.4332,186.6584,2.263051,0.66331524
7898.5,90.55933,80.47456,133.3627,187.3819,2.264071,0.65450436
7899,90.55917,80.04938,133.1552,187.4026,2.267866,0.6486653
7899.5,90.55901,79.75374,132.9043,186.4672,2.271903,0.64681315
7900,90.55885,79.71113,132.7027,184.9055,2.274575,0.6372143
7900.5,90.55869,79.77555,132.6464,183.2784,2.277035,0.64576083
7901,90.55853,79.74577,132.7553,182.1135,2.280586,0.65403074
7901.5,90.55838,79.5192,132.905,181.7656,2.284832,0.6690172
7902,90.55822,79.07799,132.8605,182.1282,2.288905,0.65642256
7902.5,90.55806,78.61545,132.4109,182.8764,2.290197,0.66453993
7903,90.55791,78.51539,131.7047,183.7837,2.285435,0.6603752
7903.5,90.55775,78.92381,131.3492,184.412,2.277074,0.6635183
7904,90.55759,79.55871,131.8852,184.4,2.272655,0.65345067
7904.5,90.55743,79.99191,133.1936,184.0771,2.275915,0.6442636
7905,90.55727,79.98306,134.5319,184.0162,2.283647,0.6463996
7905.5,90.55711,79.61402,135.1949,184.2356,2.290927,0.65643245
7906,90.55695,79.21504,135.0844,184.3504,2.294635,0.6651333
7906.5,90.5568,79.1021,134.5643,184.0534,2.293804,0.6692235
7907,90.55664,79.24511,133.9274,183.2026,2.290537,0.65099305
7907.5,90.55648,79.22488,133.1867,181.7695,2.289792,0.647993
7908,90.55632,78.73994,132.3044,179.9238,2.294547,0.6325564
7908.5,90.55617,78.10854,131.457,178.1643,2.301065,0.62447697
7909,90.55601,77.98888,130.9751,177.061,2.302249,0.63065773
7909.5,90.55585,78.58146,131.0101,176.9379,2.29585,0.63589483
7910,90.55569,79.38483,131.3285,177.9511,2.286019,0.6666457
7910.5,90.55553,79.8305,131.4829,179.9522,2.277071,0.6599574
7911,90.55537,79.88114,131.2495,181.9245,2.270505,0.6648786
7911.5,90.55522,79.87494,131.0276,182.3007,2.268351,0.6572928
7912,90.55506,80.0601,131.6907,180.4664,2.274429,0.65739506
7912.5,90.5549,80.36832,133.687,177.4301,2.289408,0.6573049
7913,90.55474,80.57408,136.4392,174.6262,2.307899,0.667114
7913.5,90.55459,80.58093,138.9598,172.8604,2.323514,0.6655622
7914,90.55443,80.49461,140.538,172.5629,2.331749,0.6599414
7914.5,90.55427,80.43464,140.8042,173.7134,2.330882,0.6435977
7915,90.55412,80.37764,139.8409,175.7035,2.323038,0.65063465
7915.5,90.55396,80.23969,138.1024,177.9287,2.311856,0.65732473
7916,90.55379,80.04346,136.0591,179.9471,2.299716,0.64987016
7916.5,90.55363,79.91553,134.2819,181.3352,2.288851,0.6468509
7917,90.55348,79.88331,133.3705,182.0453,2.282637,0.6405274
7917.5,90.55332,79.80844,133.3408,182.4,2.28255,0.63875043
7918,90.55316,79.6319,133.6889,182.7171,2.28583,0.6338867
7918.5,90.55301,79.51103,133.9222,183.1542,2.287559,0.63316447
7919,90.55285,79.62706,133.7611,183.6976,2.284175,0.6499729
7919.5,90.55269,79.92685,133.1982,184.2413,2.276345,0.662254
7920,90.55253,80.14381,132.4473,184.7331,2.268304,0.66723573
7920.5,90.55238,80.14564,131.7354,185.1133,2.263103,0.67228025
7921,90.55222,80.12302,131.2869,185.2363,2.260301,0.6719139
7921.5,90.55206,80.32779,131.4082,185.0439,2.259007,0.67100453
7922,90.5519,80.74017,132.3128,184.6671,2.260539,0.673467
7922.5,90.55174,81.02377,133.7052,184.4036,2.266166,0.68053204
7923,90.55158,80.80257,134.7401,184.5261,2.274359,0.69575673
7923.5,90.55142,80.10061,134.7705,184.968,2.281587,0.6981573
7924,90.55127,79.40801,134.0909,185.4805,2.284776,0.6932781
7924.5,90.55111,79.19182,133.674,186.0085,2.283907,0.69514984
7925,90.55095,79.50433,134.3308,186.5387,2.28279,0.6659844
7925.5,90.5508,80.06081,136.1574,186.8239,2.285613,0.6664764
7926,90.55064,80.48115,138.5788,186.575,2.293636,0.6461434
7926.5,90.55048,80.51416,140.9136,185.8452,2.305536,0.6550683
7927,90.55032,80.23358,142.8225,185.1868,2.317841,0.64690596
7927.5,90.55016,80.00574,144.1001,185.1952,2.325251,0.65222645
7928,90.55,80.16228,144.4219,185.7178,2.323977,0.65314573
7928.5,90.54436,80.69834,143.5831,185.9938,2.314723,0.6689292
7929,90.53873,81.29179,141.8469,185.5889,2.302099,0.64853084
7929.5,90.5331,81.6297,139.8615,184.6458,2.291426,0.6431006
7930,90.52747,81.66028,138.1394,183.5369,2.285032,0.6281619
7930.5,90.52184,81.49117,136.7455,182.531,2.281897,0.6374897
7931,90.51621,81.22978,135.5736,181.6493,2.280494,0.6469388
7931.5,90.51058,80.98605,134.664,180.7921,2.280173,0.64733344
7932,90.50495,80.86219,134.1289,179.9185,2.280592,0.64753896
7932.5,90.49931,80.86285,133.9817,179.0748,2.281719,0.6446829
7933,90.49368,80.9048,134.0827,178.3314,2.28355,0.63849974
7933.5,90.48805,80.91447,134.1891,177.7382,2.285419,0.63132584
7934,90.48242,80.85618,134.0902,177.3394,2.286457,0.62214994
7934.5,90.47679,80.72605,133.7375,177.141,2.286421,0.62056524
7935,90.47116,80.5585,133.2731,177.0777,2.285849,0.63164836
7935.5,90.46553,80.39297,132.911,177.1104,2.285587,0.64228886
7936,90.4599,80.26035,132.7546,177.2884,2.285769,0.63328415
7936.5,90.45426,80.19801,132.769,177.6037,2.285805,0.62446636
7937,90.44863,80.2261,132.8695,177.8092,2.285573,0.6102514
7937.5,90.443,80.318,132.8973,177.5421,2.285326,0.61647356
7938,90.43737,80.39371,132.6648,176.7695,2.285003,0.6263504
7938.5,90.43174,80.36736,132.1734,175.9368,2.284506,0.6384163
7939,90.42611,80.22456,131.6709,175.4667,2.284361,0.63167334
7939.5,90.42048,80.05267,131.4598,175.2856,2.285521,0.624971
7940,90.41484,80.00736,131.6533,175.0792,2.287656,0.6110389
7940.5,90.40921,80.19418,132.0622,174.8736,2.288403,0.6121577
7941,90.40358,80.54832,132.413,174.9739,2.286211,0.58893085
7941.5,90.39795,80.88313,132.6456,175.432,2.282699,0.5881786
7942,90.39232,81.05283,132.8537,176.0482,2.280492,0.59340525
7942.5,90.38669,81.01853,133.0639,176.683,2.28052,0.60569304
7943,90.38106,80.81089,133.1782,177.2674,2.282062,0.61516446
7943.5,90.37543,80.52319,133.1173,177.7803,2.283706,0.6121732
7944,90.36979,80.27583,133.0303,178.2218,2.284952,0.6112203
7944.5,90.36416,80.13283,133.1642,178.5329,2.286585,0.6099675
7945,90.35853,80.08961,133.4513,178.6905,2.288298,0.60559636
7945.5,90.3529,80.11972,133.5456,178.7574,2.288326,0.60878056
7946,90.34727,80.17628,133.3156,178.7402,2.286461,0.5986401
7946.5,90.34164,80.18723,132.9704,178.593,2.284748,0.6060758
7947,90.33601,80.10355,132.6949,178.3565,2.284688,0.6043083
7947.5,90.33037,79.93703,132.4632,178.0863,2.285892,0.6157503
7948,90.32474,79.73396,132.1744,177.6844,2.2875,0.6105798
7948.5,90.31911,79.55471,131.7834,176.9971,2.288929,0.62694156
7949,90.31348,79.46281,131.3125,176.0317,2.289568,0.62010217
7949.5,90.30785,79.48681,130.8344,174.9606,2.28911,0.61713076
7950,90.30222,79.62222,130.4959,174.0231,2.287887,0.60084045
7950.5,90.29659,79.91315,130.4777,173.4641,2.285867,0.5953684
7951,90.29095,80.35712,130.8254,173.3615,2.28317,0.60585535
7951.5,90.28532,80.71824,131.3676,173.4835,2.282016,0.6154053
7952,90.27969,80.66386,131.81,173.4656,2.285244,0.61770093
7952.5,90.27406,80.0942,131.8901,173.1295,2.292843,0.6217386
7953,90.26842,79.28127,131.5141,172.6065,2.30104,0.6290643
7953.5,90.26279,78.73225,130.8083,172.2192,2.3042,0.6483681
7954,90.25716,78.76614,130.1376,172.3157,2.299788,0.6421312
7954.5,90.25153,79.2935,130.003,173.163,2.29088,0.6336481
7955,90.2459,80.01281,130.6232,174.791,2.282264,0.6280038
7955.5,90.24026,80.61356,131.633,176.9055,2.276197,0.6388672
7956,90.23463,80.84814,132.3251,179.0677,2.272392,0.6517987
7956.5,90.229,80.66228,132.2517,180.8701,2.269828,0.65933305
7957,90.22337,80.28424,131.6796,181.9535,2.268278,0.65471643
7957.5,90.21774,80.09346,131.3619,182.1458,2.268154,0.65219694
7958,90.2121,80.3795,131.8056,181.6571,2.268607,0.6500157
7958.5,90.20647,81.11313,132.8867,180.9794,2.268155,0.6542703
7959,90.20084,81.91764,134.1551,180.5716,2.267444,0.6563034
7959.5,90.19521,82.45478,135.2567,180.6682,2.267569,0.65775824
7960,90.18958,82.71916,136.0338,181.2731,2.267611,0.6506473
7960.5,90.18395,82.77818,136.3668,182.1554,2.266759,0.6315391
7961,90.17832,82.54701,136.0557,182.7895,2.266093,0.6150699
7961.5,90.17268,82.00682,134.9864,182.4917,2.266731,0.59547937
7962,90.16705,81.28107,133.3793,180.8506,2.269443,0.6006823
7962.5,90.16142,80.43366,131.6583,178.1181,2.275459,0.60431653
7963,90.15579,79.60168,130.1456,175.2706,2.28294,0.6134997
7963.5,90.15016,79.16829,129.1113,173.552,2.285985,0.5874619
7964,90.14453,79.35056,128.8566,173.5214,2.282355,0.5656935
7964.5,90.1389,79.81503,129.3826,174.5938,2.277464,0.5699058
7965,90.13326,80.04703,130.1707,175.6647,2.276943,0.6044843
7965.5,90.12763,79.92765,130.6241,176.1184,2.279961,0.6365329
7966,90.122,79.73533,130.6563,176.1338,2.28234,0.63933456
7966.5,90.11637,79.70687,130.5397,176.1635,2.281898,0.64096624
7967,90.11074,79.8174,130.3854,176.4247,2.279043,0.6330329
7967.5,90.10511,79.94303,130.1931,176.866,2.275313,0.6403112
7968,90.09948,80.00415,130.1112,177.3453,2.272907,0.637445
7968.5,90.09384,79.97492,130.2437,177.7314,2.273129,0.6338016
7969,90.08821,79.8751,130.4688,177.9267,2.275218,0.6318222
7969.5,90.08258,79.75377,130.6215,177.8816,2.277683,0.64079046
7970,90.07695,79.70679,130.6445,177.5968,2.279057,0.6561143
7970.5,90.07132,79.83865,130.5574,177.1819,2.277992,0.65178394
7971,90.06569,80.1405,130.3964,176.9285,2.274103,0.63486814
7971.5,90.06006,80.46952,130.2645,177.1647,2.268845,0.62705183
7972,90.05442,80.67509,130.338,177.9735,2.264874,0.63550746
7972.5,90.04879,80.72805,130.6488,179.1361,2.263341,0.6481993
7973,90.04316,80.7035,130.9766,180.2788,2.262918,0.63940954
7973.5,90.03753,80.67892,131.0519,181.0297,2.261878,0.6252524
7974,90.0319,80.68968,130.7358,181.2142,2.259297,0.6148245
7974.5,90.02627,80.71843,130.1033,180.962,2.255457,0.62486166
7975,90.02063,80.71304,129.4496,180.533,2.252225,0.62722206
7975.5,90.015,80.6751,129.0686,180.0568,2.251297,0.6285181
7976,90.00937,80.67741,128.9941,179.4949,2.252177,0.6323772
7976.5,90.00374,80.81069,129.0549,178.8126,2.252698,0.6401376
7977,89.99811,81.15366,129.0848,178.1431,2.250467,0.6546144
7977.5,89.99248,81.71179,129.0714,177.7521,2.24466,0.65527934
7978,89.98685,82.39832,129.1534,177.8116,2.236793,0.6589544
7978.5,89.98121,83.08961,129.433,178.2679,2.229212,0.6506233
7979,89.97558,83.66898,129.8703,178.9067,2.223647,0.63285667
7979.5,89.96995,83.9743,130.3612,179.4559,2.222035,0.6189418
7980,89.96432,83.67619,130.7724,179.6713,2.227931,0.61270875
7980.5,89.95869,82.49959,130.9112,179.3639,2.243593,0.610419
7981,89.95306,80.78933,130.5806,178.4009,2.264004,0.6038199
7981.5,89.94743,79.4885,129.759,176.9094,2.277876,0.58062947
7982,89.94179,79.21703,128.7615,175.4856,2.278379,0.586391
7982.5,89.93616,79.64963,128.2166,174.8722,2.271254,0.59156734
7983,89.93053,80.0184,128.603,175.4059,2.26799,0.6225984
7983.5,89.9249,80.03888,129.6248,176.9195,2.270493,0.6293709
7984,89.91927,80.03175,130.5143,178.893,2.271319,0.647112
7984.5,89.91364,80.29897,131.0061,180.6849,2.266925,0.638844
7985,89.908,80.75314,131.4378,181.9533,2.261227,0.6377936
7985.5,89.90237,81.12889,132.2365,182.7817,2.259808,0.6353711
7986,89.89674,81.24722,133.4762,183.2742,2.264788,0.62804806
7986.5,89.89111,81.05897,134.777,183.2563,2.27445,0.6170761
7987,89.88548,80.69042,135.6491,182.5687,2.284821,0.59721786
7987.5,89.87984,80.42431,135.779,181.4949,2.290771,0.5943004
7988,89.87421,80.48883,135.1304,180.6299,2.288558,0.5967853
7988.5,89.86858,80.92266,134.0008,180.3291,2.278256,0.5886552
7989,89.86295,81.59563,132.9475,180.4317,2.2643,0.5892616
7989.5,89.85732,82.27741,132.4362,180.5094,2.253159,0.5945352
7990,89.85168,82.67612,132.3583,180.2318,2.248772,0.60806894
7990.5,89.84605,82.56676,132.0993,179.4992,2.250235,0.6165393
7991,89.84042,81.99478,131.287,178.4838,2.254226,0.61229527
7991.5,89.83479,81.27445,130.2418,177.6117,2.258116,0.5902445
7992,89.82915,80.8114,129.6617,177.244,2.260746,0.55720866
7992.5,89.82352,80.87332,129.9856,177.2737,2.262044,0.5244533
7993,89.81789,81.36906,130.9611,177.1958,2.262682,0.5344017
7993.5,89.81226,81.89284,131.8458,176.5343,2.263901,0.54937637
7994,89.80663,82.12039,132.0702,175.1746,2.26624,0.5729026
7994.5,89.801,82.07482,131.5445,173.5919,2.267709,0.5973927
7995,89.79537,81.92184,130.5264,172.8078,2.265193,0.601371
7995.5,89.78973,81.67393,129.4799,173.6821,2.258873,0.6085252
7996,89.7841,81.23836,128.9288,176.01,2.254009,0.59869117
7996.5,89.77847,80.69906,129.0796,178.5489,2.254896,0.6184502
7997,89.77284,80.34887,129.6161,180.0258,2.259026,0.6226435
7997.5,89.76721,80.33736,130.0517,179.9923,2.262085,0.6178377
7998,89.76158,80.49046,130.1521,178.9019,2.26357,0.6081362
7998.5,89.75595,80.57979,130.0473,177.6346,2.264993,0.6094987
7999,89.75031,80.60564,130.1118,176.8947,2.266963,0.6126297
7999.5,89.74468,80.76818,130.636,176.9183,2.268305,0.6168744
8000,89.73905,81.21026,131.4822,177.6024,2.266732,0.6187041
8000.5,89.73342,81.86504,132.1686,178.7488,2.260603,0.6218148
8001,89.72779,82.53646,132.3407,180.1729,2.250415,0.64337015
8001.5,89.72216,83.01736,132.1032,181.6621,2.239536,0.6391327
8002,89.71653,83.13104,131.8868,182.9234,2.233552,0.64300674
8002.5,89.71089,82.80002,131.9859,183.6425,2.23635,0.62438196
8003,89.70526,82.17816,132.2801,183.6106,2.245738,0.6270052
8003.5,89.69963,81.5731,132.4459,182.838,2.255758,0.6254427
8004,89.694,81.15015,132.3117,181.5845,2.262838,0.6286876
8004.5,89.68837,80.88395,131.9099,180.2125,2.266744,0.6429838
8005,89.68274,80.71416,131.3123,178.9393,2.268129,0.63494915
8005.5,89.67711,80.58039,130.598,177.7873,2.268088,0.6360573
8006,89.67147,80.44069,129.912,176.775,2.267934,0.638388
8006.5,89.66584,80.34482,129.3387,176.0034,2.267354,0.65467024
8007,89.66021,80.38316,128.7517,175.5376,2.26427,0.6472768
8007.5,89.65458,80.56577,127.9559,175.3192,2.257289,0.62240213
8008,89.64895,80.77225,127.04,175.2064,2.248619,0.6109882
8008.5,89.64332,80.78854,126.4672,175.0584,2.244639,0.5935912
8009,89.63769,80.49631,126.6619,174.8275,2.250343,0.5895883
8009.5,89.63205,80.00607,127.5985,174.6367,2.263446,0.5857601
8010,89.62642,79.56929,128.8722,174.7254,2.276809,0.58976746
8010.5,89.62079,79.50757,130.0727,175.2101,2.283741,0.5893832
8011,89.61516,80.03242,131.0932,175.9079,2.282075,0.59182537
8011.5,89.60953,80.96014,132.0802,176.4468,2.276052,0.5995812
8012,89.6039,81.82676,133.1008,176.5153,2.272208,0.60054284
8012.5,89.59827,82.30152,133.9507,176.0777,2.273022,0.60594237
8013,89.59264,82.38541,134.3385,175.4666,2.275852,0.6130686
8013.5,89.587,82.28764,134.1603,175.185,2.276607,0.61004055
8014,89.58137,82.16023,133.5718,175.5493,2.273716,0.61884487
8014.5,89.57574,82.01456,132.9379,176.5563,2.269073,0.6263942
8015,89.57011,81.79375,132.6483,177.9936,2.266213,0.6492582
8015.5,89.56448,81.45187,132.8537,179.5216,2.267564,0.644553
8016,89.55885,81.06666,133.401,180.734,2.272276,0.63483167
8016.5,89.55322,80.82092,133.9614,181.3118,2.276929,0.63891655
8017,89.54758,80.82026,134.1983,181.1689,2.278591,0.64245665
8017.5,89.54195,81.02038,133.9424,180.4844,2.276474,0.6494574
8018,89.53632,81.28656,133.261,179.6213,2.271594,0.6380683
8018.5,89.53069,81.48283,132.3398,178.9237,2.26558,0.6347942
8019,89.52505,81.57303,131.3669,178.5157,2.259542,0.62713814
8019.5,89.51942,81.64547,130.5089,178.307,2.25371,0.6377254
8020,89.51379,81.77812,129.9117,178.2025,2.248439,0.64151484
8020.5,89.50816,81.90485,129.7194,178.2679,2.245448,0.6477747
8021,89.50253,81.89704,130.0129,178.6158,2.246627,0.6593154
8021.5,89.49689,81.73016,130.6721,179.1519,2.251621,0.6610945
8022,89.49126,81.49027,131.3459,179.5611,2.257759,0.6697975
8022.5,89.48563,81.29624,131.61,179.5043,2.261821,0.6417845
8023,89.48,81.25581,131.2434,178.824,2.261677,0.6142746
8023.5,89.47968,81.41341,130.3881,177.6904,2.257232,0.5736708
8024,89.47937,81.69675,129.4602,176.5403,2.250746,0.5520451
8024.5,89.47906,81.93584,128.9029,175.8247,2.246014,0.5806435
8025,89.47874,81.9888,128.951,175.8467,2.245657,0.6180273
8025.5,89.47842,81.83222,129.607,176.7014,2.249706,0.6637831
8026,89.4781,81.55514,130.7342,178.158,2.256617,0.6737105
8026.5,89.47779,81.33886,132.0071,179.6573,2.26341,0.6812598
8027,89.47747,81.37263,132.912,180.6002,2.266231,0.6624523
8027.5,89.47716,81.70411,133.0516,180.7354,2.262959,0.6582138
8028,89.47684,82.17719,132.5344,180.2988,2.255447,0.6507928
8028.5,89.47652,82.52299,131.9412,179.7156,2.249175,0.68357795
8029,89.4762,82.57089,131.797,179.22,2.24896,0.67496157
8029.5,89.47589,82.37401,132.1435,178.8843,2.254289,0.6745508
8030,89.47558,82.09708,132.7141,178.8912,2.260956,0.6562937
8030.5,89.47526,81.89721,133.4258,179.5479,2.265865,0.6605198
8031,89.47495,81.87447,134.4385,181.0333,2.268468,0.6589213
8031.5,89.47462,82.03259,135.8378,183.165,2.269686,0.64728683
8032,89.47431,82.31329,137.3534,185.2336,2.270258,0.6338103
8032.5,89.47399,82.58116,138.2888,186.174,2.270263,0.63019276
8033,89.47368,82.61224,137.9869,185.3466,2.270129,0.62759227
8033.5,89.47336,82.33766,136.4403,183.0773,2.269845,0.6288573
8034,89.47305,82.03154,134.3404,180.3056,2.267876,0.61781114
8034.5,89.47272,82.03073,132.6424,177.8961,2.263755,0.6175447
8035,89.47241,82.32778,131.958,176.3621,2.260138,0.6187962
8035.5,89.4721,82.55759,132.1358,175.8845,2.259915,0.63116693
8036,89.47178,82.42239,132.4781,176.2979,2.262447,0.6302003
8036.5,89.47147,82.03199,132.4148,177.1026,2.264363,0.6355273
8037,89.47115,81.70792,131.8835,177.7005,2.263266,0.6391035
8037.5,89.47083,81.62006,131.1826,177.7302,2.25982,0.65212953
8038,89.47051,81.70631,130.6886,177.2408,2.256918,0.6591476
8038.5,89.4702,81.79261,130.6509,176.6783,2.257137,0.6597538
8039,89.46988,81.6975,131.0229,176.6277,2.260746,0.64022225
8039.5,89.46957,81.33581,131.5358,177.3409,2.266278,0.64001065
8040,89.46925,80.8254,131.9787,178.4641,2.272041,0.6373991
8040.5,89.46893,80.45634,132.3561,179.3093,2.276485,0.64612615
8041,89.46862,80.48029,132.7343,179.4862,2.277997,0.6447276
8041.5,89.4683,80.91263,132.9954,179.2267,2.27521,0.64854634
8042,89.46799,81.55181,132.922,178.983,2.268143,0.6581364
8042.5,89.46767,82.21091,132.491,178.8861,2.258311,0.66042215
8043,89.46735,82.84856,131.8797,178.7772,2.247442,0.65754116
8043.5,89.46704,83.45947,131.238,178.5585,2.236712,0.6486747
8044,89.46672,83.94566,130.7012,178.3512,2.227885,0.6461634
8044.5,89.46641,84.12483,130.5267,178.3955,2.22441,0.6449641
8045,89.46609,83.81367,130.9174,178.8157,2.229669,0.63369715
8045.5,89.46577,82.9949,131.764,179.4582,2.243229,0.60579365
8046,89.46545,81.96981,132.7131,180.0247,2.259597,0.5906159
8046.5,89.46514,81.24426,133.4901,180.3772,2.271616,0.6062115
8047,89.46483,81.1609,134.0806,180.6096,2.27539,0.6247364
8047.5,89.46451,81.58907,134.5445,180.8172,2.272751,0.6506661
8048,89.4642,82.06532,134.8288,180.9561,2.268755,0.64915615
8048.5,89.46387,82.30102,134.8564,180.9548,2.26631,0.6615967
8049,89.46356,82.34423,134.5741,180.8159,2.26454,0.64443845
8049.5,89.46324,82.32616,133.9491,180.58,2.261653,0.639669
8050,89.46293,82.29121,133.137,180.2975,2.25786,0.63317657
8050.5,89.46262,82.23267,132.4996,180.0536,2.255202,0.6470368
8051,89.4623,82.17118,132.3412,179.9205,2.255249,0.65289915
8051.5,89.46198,82.1804,132.6993,179.8684,2.257495,0.67194897
8052,89.46166,82.33174,133.291,179.7673,2.259639,0.66271603
8052.5,89.46135,82.6272,133.6732,179.4786,2.25934,0.669156
8053,89.46103,82.97741,133.6004,178.9829,2.256239,0.63828546
8053.5,89.46072,83.25198,133.1362,178.4578,2.25167,0.6459214
8054,89.4604,83.38422,132.4506,178.1512,2.24666,0.64740527
8054.5,89.46008,83.37131,131.711,178.1215,2.242072,0.66084963
8055,89.45977,83.21558,131.0371,178.1676,2.239237,0.6553381
8055.5,89.45945,82.92006,130.4418,178.0602,2.23892,0.6586606
8056,89.45914,82.50671,129.9818,177.8011,2.241332,0.6771969
8056.5,89.45882,82.04278,129.8988,177.6031,2.246789,0.66902304
8057,89.4585,81.62926,130.2951,177.6375,2.254226,0.6617387
8057.5,89.45819,81.33787,130.8062,177.8454,2.260411,0.63643235
8058,89.45787,81.16949,130.9695,178.0054,2.263002,0.6466342
8058.5,89.45756,81.08151,130.7336,178.0048,2.262538,0.642904
8059,89.45724,81.07451,130.3798,177.9636,2.260464,0.6388752
8059.5,89.45692,81.22687,130.1636,178.0387,2.257074,0.63521516
8060,89.45661,81.61527,130.1509,178.2305,2.251902,0.64078397
8060.5,89.45629,82.2275,130.2226,178.4108,2.244661,0.650428
8061,89.45598,82.94833,130.2823,178.5045,2.236283,0.6380347
8061.5,89.45566,83.54018,130.4606,178.6479,2.230139,0.62903315
8062,89.45535,83.66738,130.9949,179.0507,2.231282,0.6269133
8062.5,89.45503,83.17988,131.9605,179.7083,2.241732,0.6381058
8063,89.45471,82.43964,133.2064,180.4202,2.256299,0.63559693
8063.5,89.4544,82.07363,134.5988,181.0353,2.267165,0.63056606
8064,89.45408,82.26566,136.1268,181.5172,2.272473,0.6403734
8064.5,89.45377,82.56145,137.509,181.8363,2.275949,0.62650615
8065,89.45345,82.48012,138.1189,181.9705,2.279658,0.6078772
8065.5,89.45313,82.06105,137.5949,181.9741,2.281404,0.5622482
8066,89.45282,81.6598,136.2392,181.873,2.278855,0.5627772
8066.5,89.4525,81.46225,134.7259,181.5447,2.273503,0.5759957
8067,89.45219,81.40624,133.6059,180.8734,2.269293,0.6026936
8067.5,89.45187,81.39677,133.0737,179.9502,2.268465,0.62564194
8068,89.45155,81.38478,132.9954,179.0036,2.27041,0.6390713
8068.5,89.45124,81.31551,133.1145,178.1864,2.273858,0.6467248
8069,89.45092,81.13369,133.2256,177.5213,2.278133,0.63098204
8069.5,89.45061,80.83905,133.1866,176.9844,2.282476,0.6126887
8070,89.45029,80.48079,132.9505,176.5479,2.286173,0.614514
8070.5,89.44997,80.13679,132.6172,176.2607,2.288822,0.6134934
8071,89.44966,79.98672,132.3735,176.3303,2.288967,0.6217178
