MD,DTCO,DTSM_FAST,DTSM_SLOW,RHOB,GR_Normalized
ft,US/F,US/F,US/F,G/C3,None
   5594.0,71.0129,140.6946,140.6946,2.752,0.3419396
   5594.5,71.1193,140.8455,140.8455,2.7431,0.33637887
   5595.0,71.441,141.1903,141.1903,2.7372,0.33645937
   5595.5,71.9804,141.7708,141.7708,2.7365,0.34176284
   5596.0,72.6014,142.5771,142.5771,2.7439,0.3474132
   5596.5,73.0324,143.5364,143.5364,2.7329,0.34924877
   5597.0,73.4263,144.4606,144.4606,2.721,0.35231358
   5597.5,73.7702,145.1373,145.1373,2.7043,0.3585524
   5598.0,74.0102,145.3073,145.3073,2.7109,0.3642945
   5598.5,74.1416,144.8015,144.8015,2.7197,0.3659123
   5599.0,74.1764,144.0972,144.0972,2.7332,0.3655275
   5599.5,74.174,143.799,143.799,2.7424,0.3678308
   5600.0,73.9853,143.8323,143.8323,2.7514,0.36908108
   5600.5,73.6997,143.727,143.727,2.7438,0.3679644
   5601.0,73.3342,143.1476,143.1476,2.7428,0.3656781
   5601.5,72.6472,142.354,142.354,2.7452,0.36110365
   5602.0,72.0675,141.83,141.83,2.7546,0.35620412
   5602.5,71.5424,141.5853,141.5853,2.7508,0.3533991
   5603.0,71.5424,141.7015,141.7015,2.7448,0.35174263
   5603.5,71.8143,142.3334,142.3334,2.744,0.34905013
   5604.0,72.4107,143.2048,143.2048,2.7521,0.34706837
   5604.5,72.939,143.8504,143.8504,2.7572,0.3488871
   5605.0,73.3041,143.9527,143.9527,2.7556,0.3515053
   5605.5,73.7266,143.7997,143.7997,2.7466,0.3519109
   5606.0,74.4125,143.9407,143.9407,2.7345,0.3553085
   5606.5,75.2191,144.6204,144.6204,2.7369,0.36567208
   5607.0,75.9553,145.5892,145.5892,2.7381,0.37668476
   5607.5,76.083,146.3345,146.3345,2.748,0.38077438
   5608.0,76.0006,146.7441,146.7441,2.7429,0.38071093
   5608.5,75.9487,146.9591,146.9591,2.7422,0.3816806
   5609.0,75.9842,147.04,147.04,2.7424,0.38285848
   5609.5,76.4194,146.9962,146.9962,2.7494,0.38156015
   5610.0,76.4194,146.804,146.804,2.756,0.38261658
   5610.5,76.2147,146.4402,146.4402,2.7555,0.3906479
   5611.0,75.7522,145.8611,145.8611,2.7513,0.39823428
   5611.5,74.8885,145.0429,145.0429,2.7463,0.39534545
   5612.0,74.0275,144.0356,144.0356,2.7384,0.38273785
   5612.5,73.4353,142.971,142.971,2.7322,0.3724687
   5613.0,72.9688,142.0421,142.0421,2.729,0.3713996
   5613.5,72.4158,141.3478,141.3478,2.7266,0.37381443
   5614.0,71.8986,140.8489,140.8489,2.7265,0.37225363
   5614.5,71.4877,140.4799,140.4799,2.7285,0.3672807
   5615.0,71.1576,140.2062,140.2062,2.7393,0.36263803
   5615.5,71.0869,140.0289,140.0289,2.7482,0.35688615
   5616.0,71.1847,139.9908,139.9908,2.7494,0.34912834
   5616.5,71.7054,140.1817,140.1817,2.7527,0.3465053
   5617.0,72.2162,140.6925,140.6925,2.765,0.35200408
   5617.5,72.3096,141.5306,141.5306,2.7792,0.36017558
   5618.0,72.347,142.6093,142.6093,2.7837,0.3661858
   5618.5,72.3751,143.7098,143.7098,2.7764,0.3682208
   5619.0,72.7023,144.5055,144.5055,2.7702,0.3671501
   5619.5,73.0424,144.8777,144.8777,2.7621,0.36461544
   5620.0,73.3981,145.012,145.012,2.758,0.36515144
   5620.5,73.4805,144.971,144.971,2.7504,0.3705019
   5621.0,73.5018,144.6566,144.6566,2.7535,0.3750414
   5621.5,73.7434,144.3337,144.3337,2.7655,0.37481365
   5622.0,74.2256,144.4944,144.4944,2.7821,0.373475
   5622.5,74.7451,145.1958,145.1958,2.7818,0.3769437
   5623.0,75.2106,145.872,145.872,2.7718,0.38557717
   5623.5,75.7686,145.896,145.896,2.7582,0.39393649
   5624.0,75.7686,145.3658,145.3658,2.7611,0.39709866
   5624.5,75.3684,144.8832,144.8832,2.7602,0.3940638
   5625.0,74.4445,144.7103,144.7103,2.7568,0.38678166
   5625.5,73.4306,144.757,144.757,2.7531,0.37894773
   5626.0,72.7338,144.9546,144.9546,2.7518,0.37331086
   5626.5,72.7338,145.2775,145.2775,2.7517,0.3688989
   5627.0,72.8286,145.6699,145.6699,2.7462,0.36292505
   5627.5,72.9689,146.0218,146.0218,2.7431,0.356945
   5628.0,73.0012,146.2418,146.2418,2.7723,0.35420737
   5628.5,72.9601,146.3334,146.3334,2.7691,0.35375562
   5629.0,72.8273,146.4072,146.4072,2.7356,0.35395843
   5629.5,73.0245,146.6942,146.6942,2.7097,0.35531932
   5630.0,73.5785,147.4232,147.4232,2.7401,0.35900354
   5630.5,74.5254,148.7512,148.7512,2.7894,0.364219
   5631.0,75.3393,150.4812,150.4812,2.7934,0.3715814
   5631.5,75.7306,151.8092,151.8092,2.7711,0.38053328
   5632.0,75.7306,152.2426,152.2426,2.7578,0.3859894
   5632.5,75.3861,151.8586,151.8586,2.755,0.38452807
   5633.0,74.7855,150.6019,150.6019,2.7664,0.37757063
   5633.5,74.0481,148.6189,148.6189,2.7752,0.3719269
   5634.0,73.2135,146.3737,146.3737,2.7748,0.36987916
   5634.5,72.2167,144.2096,144.2096,2.7684,0.36865076
   5635.0,71.1492,142.3956,142.3956,2.7691,0.36618727
   5635.5,70.4568,141.2451,141.2451,2.7743,0.3601294
   5636.0,70.1816,140.9637,140.9637,2.7767,0.3511771
   5636.5,70.183,141.9132,141.9132,2.7736,0.34485444
   5637.0,71.3448,144.0535,144.0535,2.7752,0.34680316
   5637.5,72.7921,146.4545,146.4545,2.7729,0.35503477
   5638.0,74.2196,148.2532,148.2532,2.7765,0.3630588
   5638.5,74.8596,149.0488,149.0488,2.7753,0.36949354
   5639.0,75.1077,148.8007,148.8007,2.7722,0.3769458
   5639.5,75.1077,147.6858,147.6858,2.7659,0.38494697
   5640.0,74.9085,146.1637,146.1637,2.757,0.39151254
   5640.5,74.6445,144.7764,144.7764,2.7562,0.39443237
   5641.0,74.4165,143.9219,143.9219,2.7504,0.39251027
   5641.5,74.4165,143.6969,143.6969,2.751,0.3898806
   5642.0,74.9006,143.9446,143.9446,2.7466,0.3913511
   5642.5,75.3442,144.4792,144.4792,2.7476,0.39824867
   5643.0,75.6129,144.9114,144.9114,2.743,0.40569466
   5643.5,75.6129,144.9268,144.9268,2.7436,0.40797514
   5644.0,75.0073,144.4087,144.4087,2.739,0.40415925
   5644.5,74.4615,143.5526,143.5526,2.7423,0.39463723
   5645.0,73.8006,142.8489,142.8489,2.7438,0.38505572
   5645.5,73.1799,142.4623,142.4623,2.7458,0.37785017
   5646.0,72.6766,142.2648,142.2648,2.75,0.36868256
   5646.5,72.2891,142.1731,142.1731,2.7461,0.35749766
   5647.0,72.1568,142.1338,142.1338,2.7489,0.3515621
   5647.5,72.1237,142.1119,142.1119,2.7509,0.3574392
   5648.0,72.1918,142.0808,142.0808,2.7611,0.36704025
   5648.5,72.2938,142.0178,142.0178,2.7639,0.36910814
   5649.0,72.2938,141.886,141.886,2.7619,0.36434922
   5649.5,71.8946,141.6304,141.6304,2.761,0.35943264
   5650.0,71.4372,141.1703,141.1703,2.77,0.3563287
   5650.5,70.9122,140.5205,140.5205,2.7759,0.35159203
   5651.0,71.1119,140.0169,140.0169,2.7707,0.34520262
   5651.5,71.3896,140.0881,140.0881,2.7601,0.3421287
   5652.0,71.939,140.9341,140.9341,2.7519,0.34349874
   5652.5,72.0888,142.359,142.359,2.7569,0.34623867
   5653.0,72.0951,143.8495,143.8495,2.7713,0.34852016
   5653.5,72.5367,145.1516,145.1516,2.7821,0.35163862
   5654.0,73.2208,146.2021,146.2021,2.7887,0.3605566
   5654.5,73.8393,146.9153,146.9153,2.7779,0.3713526
   5655.0,74.3349,147.3537,147.3537,2.7764,0.37625068
   5655.5,74.4614,147.5099,147.5099,2.7667,0.37344462
   5656.0,74.5088,147.3417,147.3417,2.7614,0.367242
   5656.5,74.5859,147.0212,147.0212,2.7441,0.3661511
   5657.0,75.113,146.805,146.805,2.7333,0.37305942
   5657.5,75.3415,146.9111,146.9111,2.7235,0.38499084
   5658.0,75.5717,147.3918,147.3918,2.7139,0.39263237
   5658.5,75.5717,147.976,147.976,2.725,0.38997212
   5659.0,75.159,148.5442,148.5442,2.7402,0.37945005
   5659.5,75.0462,149.2209,149.2209,2.7823,0.36617228
   5660.0,75.0462,149.7904,149.7904,2.78,0.35773227
   5660.5,75.5452,149.8472,149.8472,2.7453,0.35760748
   5661.0,76.1286,149.381,149.381,2.699,0.3679577
   5661.5,76.5022,148.7117,148.7117,2.7022,0.38329154
   5662.0,76.6768,148.018,148.018,2.7346,0.39074773
   5662.5,76.4841,147.4161,147.4161,2.7651,0.3870635
   5663.0,76.2212,147.057,147.057,2.775,0.37941927
   5663.5,76.1741,146.905,146.905,2.7845,0.37902763
   5664.0,76.3455,146.8448,146.8448,2.784,0.38606846
   5664.5,76.9449,146.865,146.865,2.7746,0.39372724
   5665.0,77.5703,147.0439,147.0439,2.7546,0.40255144
   5665.5,77.8023,147.4594,147.4594,2.7338,0.4111375
   5666.0,77.9377,148.1281,148.1281,2.729,0.41010642
   5666.5,77.8023,148.9608,148.9608,2.7416,0.39603996
   5667.0,77.1522,149.772,149.772,2.7625,0.37964618
   5667.5,76.6439,150.4396,150.4396,2.7703,0.3720521
   5668.0,76.4199,150.8994,150.8994,2.7622,0.37100986
   5668.5,76.1655,151.1099,151.1099,2.7513,0.37031826
   5669.0,76.0019,151.0907,151.0907,2.7409,0.36893073
   5669.5,75.829,150.7766,150.7766,2.7469,0.36643726
   5670.0,75.5842,150.3065,150.3065,2.7487,0.36228132
   5670.5,75.3969,149.9947,149.9947,2.7522,0.35776597
   5671.0,75.1683,149.746,149.746,2.7537,0.35366222
   5671.5,74.9851,149.4408,149.4408,2.763,0.3489193
   5672.0,74.4443,149.2288,149.2288,2.7755,0.34286398
   5672.5,73.9189,149.1049,149.1049,2.7816,0.33742237
   5673.0,73.3967,148.8763,148.8763,2.7798,0.33251327
   5673.5,73.2327,148.5898,148.5898,2.7682,0.3248788
   5674.0,73.2327,148.6156,148.6156,2.7554,0.3182831
   5674.5,73.8242,149.0529,149.0529,2.7449,0.3200577
   5675.0,74.3205,149.661,149.661,2.7479,0.3325083
   5675.5,74.8395,150.3191,150.3191,2.7588,0.34800953
   5676.0,75.1342,150.8428,150.8428,2.7718,0.3571455
   5676.5,75.2538,150.9959,150.9959,2.7676,0.35954785
   5677.0,75.5429,150.7558,150.7558,2.7437,0.36002624
   5677.5,75.769,150.1967,150.1967,2.721,0.36461273
   5678.0,76.2004,149.6792,149.6792,2.7134,0.37187988
   5678.5,76.7362,149.5863,149.5863,2.7248,0.3755799
   5679.0,77.1018,149.8698,149.8698,2.7354,0.374687
   5679.5,77.1881,150.1275,150.1275,2.7311,0.371077
   5680.0,77.1447,149.8182,149.8182,2.7295,0.36583012
   5680.5,75.4503,148.6819,148.6819,2.7338,0.35472506
   5681.0,74.0507,146.9978,146.9978,2.7513,0.33893055
   5681.5,72.5173,145.6734,145.6734,2.7581,0.3300891
   5682.0,72.5173,145.3553,145.3553,2.7559,0.3340724
   5682.5,72.7341,145.8057,145.8057,2.7533,0.34382382
   5683.0,73.533,146.7388,146.7388,2.7576,0.3484509
   5683.5,74.5226,147.9491,147.9491,2.7532,0.3466399
   5684.0,74.6665,149.1121,149.1121,2.7452,0.34361896
   5684.5,74.8105,150.0615,150.0615,2.7384,0.3445953
   5685.0,75.2549,150.8192,150.8192,2.7422,0.3513152
   5685.5,75.6992,151.351,151.351,2.7383,0.36144122
   5686.0,76.4276,151.4441,151.4441,2.7271,0.37202525
   5686.5,77.156,151.1754,151.1754,2.7189,0.37973732
   5687.0,77.8981,150.9626,150.9626,2.7174,0.38886976
   5687.5,78.3084,150.9355,150.9355,2.7123,0.3992878
   5688.0,78.3084,151.0467,151.0467,2.7176,0.40121174
   5688.5,77.8955,151.1669,151.1669,2.735,0.39358976
   5689.0,77.1764,151.0996,151.0996,2.7478,0.3837901
   5689.5,76.2068,150.8839,150.8839,2.7366,0.37908277
   5690.0,75.4497,150.5726,150.5726,2.7376,0.37557283
   5690.5,75.0761,150.1829,150.1829,2.7503,0.368028
   5691.0,74.9795,149.7597,149.7597,2.7562,0.36065042
   5691.5,74.8851,149.2903,149.2903,2.7411,0.35667086
   5692.0,74.8179,148.6766,148.6766,2.7263,0.3554042
   5692.5,74.8179,147.8549,147.8549,2.7335,0.35639235
   5693.0,74.6264,147.1794,147.1794,2.7421,0.35885483
   5693.5,74.1558,146.99,146.99,2.7451,0.3606679
   5694.0,73.7854,147.1007,147.1007,2.7558,0.3597916
   5694.5,73.7616,147.4021,147.4021,2.763,0.35876474
   5695.0,73.7616,148.0128,148.0128,2.7736,0.36441454
   5695.5,74.4845,148.9234,148.9234,2.7578,0.37551087
   5696.0,75.766,149.9808,149.9808,2.7469,0.3857365
   5696.5,76.83,150.9468,150.9468,2.7348,0.39243624
   5697.0,77.5669,151.6129,151.6129,2.7319,0.3968944
   5697.5,77.7194,151.9986,151.9986,2.7254,0.39901033
   5698.0,77.7516,152.2055,152.2055,2.7239,0.39296538
   5698.5,77.7516,152.1334,152.1334,2.7356,0.38024566
   5699.0,77.8511,151.8494,151.8494,2.7428,0.37022424
   5699.5,77.9458,151.6144,151.6144,2.7407,0.36889723
   5700.0,78.0856,151.4261,151.4261,2.7319,0.37439433
   5700.5,78.0856,151.1864,151.1864,2.7242,0.38149962
   5701.0,77.7555,150.9269,150.9269,2.7256,0.38578123
   5701.5,77.6475,150.7102,150.7102,2.7313,0.38439348
   5702.0,77.5219,150.5968,150.5968,2.7303,0.37867072
   5702.5,77.3715,150.6309,150.6309,2.7318,0.37085527
   5703.0,77.3715,150.8035,150.8035,2.7328,0.36294296
   5703.5,77.3715,151.0434,151.0434,2.7378,0.35614216
   5704.0,77.3904,151.2454,151.2454,2.7396,0.35515958
   5704.5,77.3715,151.3387,151.3387,2.7332,0.36218646
   5705.0,77.398,151.272,151.272,2.7338,0.37033615
   5705.5,77.5319,150.9902,150.9902,2.739,0.37321085
   5706.0,77.7022,150.5625,150.5625,2.7387,0.3745599
   5706.5,78.1629,150.2263,150.2263,2.7276,0.38094056
   5707.0,78.4088,150.1685,150.1685,2.7066,0.3895605
   5707.5,78.932,150.4095,150.4095,2.6982,0.3928726
   5708.0,79.092,150.8272,150.8272,2.7086,0.38989288
   5708.5,79.2013,151.1483,151.1483,2.7184,0.388423
   5709.0,79.3926,151.1942,151.1942,2.7215,0.39046133
   5709.5,79.442,151.0043,151.0043,2.7168,0.39214584
   5710.0,79.7249,150.6222,150.6222,2.7177,0.39274883
   5710.5,80.0779,150.2038,150.2038,2.7166,0.39699215
   5711.0,80.5776,150.114,150.114,2.7109,0.40854126
   5711.5,81.3582,150.3139,150.3139,2.7039,0.42095983
   5712.0,81.3582,150.4057,150.4057,2.7029,0.42754683
   5712.5,81.2725,150.3792,150.3792,2.708,0.42286214
   5713.0,80.1113,150.1039,150.1039,2.7245,0.40406254
   5713.5,78.1037,149.3156,149.3156,2.7443,0.37888038
   5714.0,76.3373,148.4577,148.4577,2.7598,0.35874584
   5714.5,75.947,147.9796,147.9796,2.752,0.3508472
   5715.0,75.947,147.833,147.833,2.7499,0.35410586
   5715.5,76.4502,147.9784,147.9784,2.7383,0.36507553
   5716.0,77.539,148.4848,148.4848,2.7324,0.3803278
   5716.5,77.9234,149.2037,149.2037,2.7206,0.3897587
   5717.0,77.9234,149.8462,149.8462,2.7239,0.3849218
   5717.5,77.4859,150.4192,150.4192,2.7356,0.3712613
   5718.0,76.8943,150.8956,150.8956,2.7407,0.36259955
   5718.5,76.8191,151.2374,151.2374,2.7366,0.36536795
   5719.0,77.2503,151.5589,151.5589,2.73,0.3744557
   5719.5,77.9504,151.8334,151.8334,2.7224,0.38253358
   5720.0,78.5247,152.0061,152.0061,2.7127,0.38715836
   5720.5,78.7327,152.049,152.049,2.7078,0.38629955
   5721.0,78.6193,151.9944,151.9944,2.7187,0.37920627
   5721.5,78.2866,151.9237,151.9237,2.758,0.37249303
   5722.0,77.7611,151.827,151.827,2.7869,0.3708611
   5722.5,77.7611,151.5763,151.5763,2.7859,0.37159282
   5723.0,77.9786,151.0815,151.0815,2.7451,0.37227383
   5723.5,78.5443,150.3956,150.3956,2.7143,0.37557033
   5724.0,79.1678,149.6464,149.6464,2.6998,0.38362077
   5724.5,79.4256,148.955,148.955,2.6988,0.39361057
   5725.0,79.7199,148.5161,148.5161,2.6983,0.4017176
   5725.5,79.6194,148.6021,148.6021,2.7027,0.40557423
   5726.0,79.098,149.3368,149.3368,2.7157,0.40354484
   5726.5,78.5764,150.5464,150.5464,2.7267,0.39587522
   5727.0,77.7407,151.8045,151.8045,2.7374,0.38598192
   5727.5,77.1221,152.8325,152.8325,2.7433,0.37610447
   5728.0,76.7117,153.5899,153.5899,2.7373,0.3676322
   5728.5,76.5949,153.9673,153.9673,2.7368,0.36133975
   5729.0,76.6091,153.894,153.894,2.7406,0.3583109
   5729.5,76.4708,153.4287,153.4287,2.7624,0.35766572
   5730.0,75.8036,152.7304,152.7304,2.7779,0.3560519
   5730.5,74.9969,152.1357,152.1357,2.7783,0.3530247
   5731.0,74.5833,151.9888,151.9888,2.7669,0.35100716
   5731.5,74.645,152.3834,152.3834,2.752,0.35037026
   5732.0,75.098,153.0053,153.0053,2.7601,0.34769735
   5732.5,75.8539,153.4275,153.4275,2.7699,0.34496698
   5733.0,76.4893,153.532,153.532,2.7855,0.34709996
   5733.5,77.1184,153.3598,153.3598,2.7846,0.35563985
   5734.0,78.0788,152.977,152.977,2.776,0.36736116
   5734.5,78.7353,152.5039,152.5039,2.7494,0.3775573
   5735.0,79.0177,152.0214,152.0214,2.7262,0.38563
   5735.5,78.948,151.4717,151.4717,2.7148,0.38988644
   5736.0,78.1409,150.7773,150.7773,2.7196,0.3860073
   5736.5,76.7853,150.0906,150.0906,2.7214,0.37345088
   5737.0,75.7234,149.5041,149.5041,2.7269,0.35693315
   5737.5,75.1141,148.9509,148.9509,2.7281,0.34573054
   5738.0,74.937,148.6329,148.6329,2.7431,0.34470472
   5738.5,75.0932,148.7413,148.7413,2.7524,0.3498035
   5739.0,75.4434,149.0974,149.0974,2.7736,0.35622075
   5739.5,75.897,149.418,149.418,2.7783,0.3593095
   5740.0,76.4426,149.5733,149.5733,2.777,0.36120185
   5740.5,76.7833,149.6091,149.6091,2.765,0.36846563
   5741.0,77.2988,149.6064,149.6064,2.7448,0.3804247
   5741.5,78.2237,149.6181,149.6181,2.7281,0.39129683
   5742.0,79.2638,149.8864,149.8864,2.715,0.39603037
   5742.5,80.1698,150.6149,150.6149,2.7138,0.39777172
   5743.0,80.3565,151.402,151.402,2.7126,0.3992048
   5743.5,80.2394,151.65,151.65,2.7065,0.39719328
   5744.0,80.118,151.2152,151.2152,2.7057,0.3896491
   5744.5,79.0822,150.2084,150.2084,2.7059,0.37885645
   5745.0,78.3137,148.8344,148.8344,2.7203,0.36905095
   5745.5,77.5452,147.4364,147.4364,2.7421,0.35934028
   5746.0,76.8108,146.1192,146.1192,2.7586,0.34974837
   5746.5,76.2032,144.7877,144.7877,2.749,0.3428604
   5747.0,76.0765,143.5867,143.5867,2.729,0.3421682
   5747.5,76.0765,142.7839,142.7839,2.7185,0.3483303
   5748.0,77.7027,142.5504,142.5504,2.7076,0.3656211
   5748.5,80.2495,143.2958,143.2958,2.687,0.39942655
   5749.0,83.2289,144.8493,144.8493,2.6574,0.44018024
   5749.5,85.2059,146.4986,146.4986,2.6341,0.47047532
   5750.0,85.2327,148.1264,148.1264,2.6253,0.47847316
   5750.5,84.9685,149.3167,149.3167,2.6291,0.4657343
   5751.0,83.4545,149.5642,149.5642,2.6596,0.4391981
   5751.5,80.8224,148.9744,148.9744,2.6913,0.40645924
   5752.0,78.2954,148.1795,148.1795,2.7103,0.37822354
   5752.5,76.4062,147.7388,147.7388,2.7072,0.36144704
   5753.0,75.1029,147.3539,147.3539,2.71,0.35428268
   5753.5,74.7541,146.8997,146.8997,2.7176,0.35023236
   5754.0,74.7541,146.7158,146.7158,2.7333,0.34928662
   5754.5,76.3037,146.7558,146.7558,2.7378,0.35745314
   5755.0,77.5221,146.7775,146.7775,2.7377,0.37449145
   5755.5,78.3437,146.671,146.671,2.7264,0.38853112
   5756.0,78.3437,146.3746,146.3746,2.724,0.3867274
   5756.5,77.1621,145.4774,145.4774,2.7332,0.37049484
   5757.0,74.7088,143.7202,143.7202,2.7583,0.34819672
   5757.5,72.2462,141.4087,141.4087,2.7738,0.3270617
   5758.0,70.7729,139.191,139.191,2.7889,0.31184232
   5758.5,70.325,138.1101,138.1101,2.7927,0.30595106
   5759.0,70.5935,138.5466,138.5466,2.7921,0.31314978
   5759.5,71.0414,140.0039,140.0039,2.7829,0.328567
   5760.0,72.0966,141.7265,141.7265,2.775,0.34159994
   5760.5,72.3312,142.9478,142.9478,2.7672,0.34411836
   5761.0,72.3975,143.4186,143.4186,2.7719,0.33925545
   5761.5,72.1811,143.4318,143.4318,2.7699,0.33487633
   5762.0,72.0155,143.3062,143.3062,2.7739,0.33281448
   5762.5,71.7124,143.4267,143.4267,2.7638,0.33337647
   5763.0,71.4749,144.107,144.107,2.7713,0.33602718
   5763.5,71.4429,144.8833,144.8833,2.7652,0.34101486
   5764.0,71.4429,145.2817,145.2817,2.7573,0.34669542
   5764.5,72.1904,145.4025,145.4025,2.7363,0.3518227
   5765.0,73.9029,145.2404,145.2404,2.7186,0.35993057
   5765.5,75.4601,144.814,144.814,2.7038,0.37070388
   5766.0,76.4038,144.2786,144.2786,2.6966,0.38182598
   5766.5,76.4038,143.6705,143.6705,2.6967,0.38849014
   5767.0,76.303,142.9303,142.9303,2.7016,0.38496837
   5767.5,74.63,141.9522,141.9522,2.7082,0.37235284
   5768.0,72.638,140.7415,140.7415,2.7257,0.35458717
   5768.5,70.8311,139.3895,139.3895,2.7436,0.33774728
   5769.0,69.3873,137.932,137.932,2.7584,0.3249691
   5769.5,68.9324,136.4166,136.4166,2.768,0.31637767
   5770.0,68.89,135.2202,135.2202,2.7757,0.3140508
   5770.5,69.4257,134.9728,134.9728,2.7704,0.317843
   5771.0,69.8423,135.9056,135.9056,2.7542,0.32384053
   5771.5,70.0334,137.7339,137.7339,2.7342,0.32817304
   5772.0,70.5662,139.9665,139.9665,2.7342,0.32858634
   5772.5,71.0459,142.1696,142.1696,2.7477,0.3289264
   5773.0,71.6392,143.933,143.933,2.7658,0.33259377
   5773.5,72.1069,144.8872,144.8872,2.7666,0.33862543
   5774.0,72.5152,145.0734,145.0734,2.7571,0.34528148
   5774.5,72.7118,144.7006,144.7006,2.7456,0.3478007
   5775.0,72.6483,143.9275,143.9275,2.7473,0.34755692
   5775.5,72.3321,142.9156,142.9156,2.754,0.34588486
   5776.0,71.5068,141.8293,141.8293,2.7703,0.3415149
   5776.5,70.477,141.0618,141.0618,2.7704,0.33600178
   5777.0,70.091,140.8849,140.8849,2.7675,0.3302318
   5777.5,70.091,141.2133,141.2133,2.7605,0.3269933
   5778.0,70.7214,142.0912,142.0912,2.7615,0.32935864
   5778.5,72.3711,143.5024,143.5024,2.7515,0.34009013
   5779.0,73.774,145.1838,145.1838,2.7372,0.35747603
   5779.5,74.0786,146.8213,146.8213,2.7213,0.3699031
   5780.0,74.0786,148.1728,148.1728,2.7223,0.37037337
   5780.5,73.547,149.2974,149.2974,2.7265,0.36384317
   5781.0,73.547,150.2522,150.2522,2.737,0.3595851
   5781.5,73.9878,150.9097,150.9097,2.7422,0.36240426
   5782.0,74.4952,151.1567,151.1567,2.7417,0.36684304
   5782.5,74.9603,150.9457,150.9457,2.7414,0.36361477
   5783.0,74.9603,150.3149,150.3149,2.7422,0.34977522
   5783.5,74.051,149.3396,149.3396,2.7479,0.33453855
   5784.0,73.272,148.1584,148.1584,2.7457,0.32787874
   5784.5,73.0815,146.9838,146.9838,2.7488,0.33037883
   5785.0,73.1155,146.065,146.065,2.7553,0.33625492
   5785.5,73.5975,145.5894,145.5894,2.7486,0.34164676
   5786.0,74.3164,145.5334,145.5334,2.7294,0.34626946
   5786.5,74.6035,145.8351,145.8351,2.7014,0.35213554
   5787.0,74.912,146.5042,146.5042,2.6939,0.3620392
   5787.5,75.3286,147.1841,147.1841,2.7057,0.3719125
   5788.0,75.312,147.5632,147.5632,2.7286,0.3735892
   5788.5,74.9096,147.8025,147.8025,2.7505,0.36606246
   5789.0,74.7931,147.7375,147.7375,2.7553,0.35674116
   5789.5,73.8364,147.2789,147.2789,2.7393,0.3518252
   5790.0,73.7429,146.8417,146.8417,2.7275,0.3498763
   5790.5,73.6903,146.5773,146.5773,2.7323,0.34571204
   5791.0,73.7667,146.3159,146.3159,2.762,0.34107497
   5791.5,74.1504,145.9586,145.9586,2.7829,0.3405396
   5792.0,74.1886,145.5623,145.5623,2.7868,0.3442656
   5792.5,73.7834,145.1694,145.1694,2.775,0.34590068
   5793.0,73.7367,144.8417,144.8417,2.7606,0.34145105
   5793.5,73.3291,144.6877,144.6877,2.7436,0.3368939
   5794.0,73.2417,144.7377,144.7377,2.7267,0.33769715
   5794.5,73.2417,144.9138,144.9138,2.7182,0.34472427
   5795.0,73.5493,145.0532,145.0532,2.7175,0.3534189
   5795.5,73.8001,145.1765,145.1765,2.721,0.3577932
   5796.0,74.5042,145.4428,145.4428,2.7188,0.35926038
   5796.5,75.2389,145.8984,145.8984,2.7209,0.3639376
   5797.0,76.3151,146.4735,146.4735,2.7263,0.373475
   5797.5,77.1984,147.1798,147.1798,2.7353,0.38058344
   5798.0,77.7715,147.9097,147.9097,2.7406,0.37865987
   5798.5,78.1279,148.2489,148.2489,2.7412,0.37048155
   5799.0,78.1279,148.0265,148.0265,2.738,0.36041895
   5799.5,78.4518,147.6204,147.6204,2.7333,0.35077253
   5800.0,78.704,147.4813,147.4813,2.7221,0.34639966
   5800.5,79.9064,147.5328,147.5328,2.6988,0.35499775
   5801.0,80.0496,147.6632,147.6632,2.6781,0.37298268
   5801.5,80.4596,147.9717,147.9717,2.6768,0.3847061
   5802.0,80.3584,148.3074,148.3074,2.7069,0.38060713
   5802.5,80.0808,148.4438,148.4438,2.7362,0.36698678
   5803.0,79.4424,148.3094,148.3094,2.7509,0.35732085
   5803.5,78.8156,147.9897,147.9897,2.7434,0.3566904
   5804.0,79.0341,147.7153,147.7153,2.7339,0.3633398
   5804.5,79.9727,147.7714,147.7714,2.7114,0.37603542
   5805.0,81.3636,148.0887,148.0887,2.6814,0.39285576
   5805.5,83.575,148.4737,148.4737,2.6469,0.4119106
   5806.0,84.7656,148.9373,148.9373,2.6406,0.4247678
   5806.5,84.6535,149.0678,149.0678,2.6621,0.41927236
   5807.0,83.9245,148.5613,148.5613,2.7031,0.3992306
   5807.5,82.9661,147.9679,147.9679,2.7305,0.38122553
   5808.0,82.5048,147.74,147.74,2.7246,0.38177523
   5808.5,83.1315,147.6725,147.6725,2.6905,0.4010574
   5809.0,84.0233,147.3342,147.3342,2.6542,0.4208028
   5809.5,84.177,146.5916,146.5916,2.6507,0.42231658
   5810.0,83.8493,145.8348,145.8348,2.6646,0.4020475
   5810.5,82.6978,145.4056,145.4056,2.6869,0.37752983
   5811.0,82.2301,145.2921,145.2921,2.6952,0.36875162
   5811.5,82.4648,145.2727,145.2727,2.6813,0.37576294
   5812.0,83.3653,145.0095,145.0095,2.6547,0.38653958
   5812.5,84.166,144.5244,144.5244,2.6399,0.39186278
   5813.0,84.5695,144.2091,144.2091,2.6521,0.38832664
   5813.5,84.8975,144.1893,144.1893,2.6675,0.38185343
   5814.0,84.948,144.3821,144.3821,2.6545,0.38275176
